category,condition,subID,image_name,age_numeric,filename
airplane,P,012519_6,images_photocues/airplane_1.png,4,photodraw2_all_sketches/airplane/P_airplane_sketch_age4_CDM_photodraw_e21548455224165.png
airplane,P,012519_2,images_photocues/airplane_1.png,4,photodraw2_all_sketches/airplane/P_airplane_sketch_age4_CDM_photodraw_e21548445362792.png
bike,S,011619_2,images_photocues/bike_3.png,4,photodraw2_all_sketches/bike/S_bike_sketch_age4_CDM_photodraw_e21547664938821.png
bike,S,011119_9,images_photocues/bike_1.png,4,photodraw2_all_sketches/bike/S_bike_sketch_age4_CDM_photodraw_e21547242197593.png
bird,S,011619_7,images_photocues/bird_1.png,4,photodraw2_all_sketches/bird/S_bird_sketch_age4_CDM_photodraw_e21547673281903.png
bird,S,020719_1,images_photocues/bird_3.png,4,photodraw2_all_sketches/bird/S_bird_sketch_age4_CDM_photodraw_e21549564465088.png
car,S,012519_2,images_photocues/car_1.png,4,photodraw2_all_sketches/car/S_car_sketch_age4_CDM_photodraw_e21548445362792.png
car,P,011119_9,images_photocues/car_1.png,4,photodraw2_all_sketches/car/P_car_sketch_age4_CDM_photodraw_e21547242197593.png
cat,S,011619_1,images_photocues/cat_3.png,4,photodraw2_all_sketches/cat/S_cat_sketch_age4_CDM_photodraw_e21547663022993.png
cat,P,010919_7,images_photocues/cat_2.png,4,photodraw2_all_sketches/cat/P_cat_sketch_age4_CDM_photodraw_e21547070395780.png
chair,S,O10919_1,images_photocues/chair_1.png,4,photodraw2_all_sketches/chair/S_chair_sketch_age4_CDM_photodraw_e21547060282520.png
chair,P,020719_1,images_photocues/chair_3.png,4,photodraw2_all_sketches/chair/P_chair_sketch_age4_CDM_photodraw_e21549564465088.png
cup,S,O10919_1,images_photocues/cup_3.png,4,photodraw2_all_sketches/cup/S_cup_sketch_age4_CDM_photodraw_e21547060282520.png
cup,P,012519_2,images_photocues/cup_1.png,4,photodraw2_all_sketches/cup/P_cup_sketch_age4_CDM_photodraw_e21548445362792.png
hat,S,011619_1,images_photocues/hat_1.png,4,photodraw2_all_sketches/hat/S_hat_sketch_age4_CDM_photodraw_e21547663022993.png
hat,S,102618_1,images_photocues/hat_3.png,4,photodraw2_all_sketches/hat/S_hat_sketch_age4_CDM_photodraw_e21540576907849.png
house,P,011619_5,images_photocues/house_3.png,4,photodraw2_all_sketches/house/P_house_sketch_age4_CDM_photodraw_e21547668526141.png
house,P,011619_2,images_photocues/house_1.png,4,photodraw2_all_sketches/house/P_house_sketch_age4_CDM_photodraw_e21547664938821.png
rabbit,S,011619_1,images_photocues/rabbit_1.png,4,photodraw2_all_sketches/rabbit/S_rabbit_sketch_age4_CDM_photodraw_e21547663022993.png
rabbit,P,011119_12,images_photocues/rabbit_2.png,4,photodraw2_all_sketches/rabbit/P_rabbit_sketch_age4_CDM_photodraw_e21547246292717.png
tree,S,010919_7,images_photocues/tree_2.png,4,photodraw2_all_sketches/tree/S_tree_sketch_age4_CDM_photodraw_e21547070395780.png
tree,P,011619_5,images_photocues/tree_1.png,4,photodraw2_all_sketches/tree/P_tree_sketch_age4_CDM_photodraw_e21547668526141.png
watch,P,011619_5,images_photocues/watch_3.png,4,photodraw2_all_sketches/watch/P_watch_sketch_age4_CDM_photodraw_e21547668526141.png
watch,S,012519_2,images_photocues/watch_3.png,4,photodraw2_all_sketches/watch/S_watch_sketch_age4_CDM_photodraw_e21548445362792.png
airplane,P,121218_1,images_photocues/airplane_2.png,5,photodraw2_all_sketches/airplane/P_airplane_sketch_age5_CDM_photodraw_e21544647022478.png
airplane,P,111418_1,images_photocues/airplane_2.png,5,photodraw2_all_sketches/airplane/P_airplane_sketch_age5_CDM_photodraw_e21542218678125.png
bike,S,121418_1,images_photocues/bike_3.png,5,photodraw2_all_sketches/bike/S_bike_sketch_age5_CDM_photodraw_e21544819304302.png
bike,S,121218_1,images_photocues/bike_1.png,5,photodraw2_all_sketches/bike/S_bike_sketch_age5_CDM_photodraw_e21544647022478.png
bird,P,110718_2,images_photocues/bird_3.png,5,photodraw2_all_sketches/bird/P_bird_sketch_age5_CDM_photodraw_e21541616746618.png
bird,P,010919_4,images_photocues/bird_2.png,5,photodraw2_all_sketches/bird/P_bird_sketch_age5_CDM_photodraw_e21547066393058.png
car,P,110218_1,images_photocues/car_1.png,5,photodraw2_all_sketches/car/P_car_sketch_age5_CDM_photodraw_e21541191137910.png
car,P,111218_5,images_photocues/car_3.png,5,photodraw2_all_sketches/car/P_car_sketch_age5_CDM_photodraw_e21542053241209.png
cat,P,120718_1,images_photocues/cat_1.png,5,photodraw2_all_sketches/cat/P_cat_sketch_age5_CDM_photodraw_e21544206692186.png
cat,S,110718_2,images_photocues/cat_3.png,5,photodraw2_all_sketches/cat/S_cat_sketch_age5_CDM_photodraw_e21541616746618.png
chair,S,110218_1,images_photocues/chair_3.png,5,photodraw2_all_sketches/chair/S_chair_sketch_age5_CDM_photodraw_e21541191137910.png
chair,P,111218_1,images_photocues/chair_2.png,5,photodraw2_all_sketches/chair/P_chair_sketch_age5_CDM_photodraw_e21542047659207.png
cup,S,111218_8,images_photocues/cup_2.png,5,photodraw2_all_sketches/cup/S_cup_sketch_age5_CDM_photodraw_e21542061442525.png
cup,S,111218_2,images_photocues/cup_1.png,5,photodraw2_all_sketches/cup/S_cup_sketch_age5_CDM_photodraw_e21542049031572.png
hat,P,111218_5,images_photocues/hat_1.png,5,photodraw2_all_sketches/hat/P_hat_sketch_age5_CDM_photodraw_e21542053241209.png
hat,P,111418_1,images_photocues/hat_2.png,5,photodraw2_all_sketches/hat/P_hat_sketch_age5_CDM_photodraw_e21542218678125.png
house,P,110218_1,images_photocues/house_3.png,5,photodraw2_all_sketches/house/P_house_sketch_age5_CDM_photodraw_e21541191137910.png
house,S,111418_1,images_photocues/house_3.png,5,photodraw2_all_sketches/house/S_house_sketch_age5_CDM_photodraw_e21542218678125.png
rabbit,P,111218_1,images_photocues/rabbit_2.png,5,photodraw2_all_sketches/rabbit/P_rabbit_sketch_age5_CDM_photodraw_e21542047659207.png
rabbit,P,112818_1,images_photocues/rabbit_2.png,5,photodraw2_all_sketches/rabbit/P_rabbit_sketch_age5_CDM_photodraw_e21543430495947.png
tree,P,110218_2,images_photocues/tree_1.png,5,photodraw2_all_sketches/tree/P_tree_sketch_age5_CDM_photodraw_e21541195324779.png
tree,S,111218_6,images_photocues/tree_1.png,5,photodraw2_all_sketches/tree/S_tree_sketch_age5_CDM_photodraw_e21542057631101.png
watch,P,120718_1,images_photocues/watch_1.png,5,photodraw2_all_sketches/watch/P_watch_sketch_age5_CDM_photodraw_e21544206692186.png
watch,S,121418_1,images_photocues/watch_3.png,5,photodraw2_all_sketches/watch/S_watch_sketch_age5_CDM_photodraw_e21544819304302.png
airplane,S,011109_5,images_photocues/airplane_1.png,6,photodraw2_all_sketches/airplane/S_airplane_sketch_age6_CDM_photodraw_e21547238095569.png
airplane,P,103118_2,images_photocues/airplane_1.png,6,photodraw2_all_sketches/airplane/P_airplane_sketch_age6_CDM_photodraw_e21541017927896.png
bike,P,012119_1,images_photocues/bike_1.png,6,photodraw2_all_sketches/bike/P_bike_sketch_age6_CDM_photodraw_e21548094649748.png
bike,S,011619_4,images_photocues/bike_3.png,6,photodraw2_all_sketches/bike/S_bike_sketch_age6_CDM_photodraw_e21547668018017.png
bird,P,103118_1,images_photocues/bird_2.png,6,photodraw2_all_sketches/bird/P_bird_sketch_age6_CDM_photodraw_e21541008354503.png
bird,S,111418_4,images_photocues/bird_2.png,6,photodraw2_all_sketches/bird/S_bird_sketch_age6_CDM_photodraw_e21542224218088.png
car,S,011119_1,images_photocues/car_2.png,6,photodraw2_all_sketches/car/S_car_sketch_age6_CDM_photodraw_e21547230596884.png
car,P,103118_2,images_photocues/car_3.png,6,photodraw2_all_sketches/car/P_car_sketch_age6_CDM_photodraw_e21541017927896.png
cat,S,011819_3,images_photocues/cat_1.png,6,photodraw2_all_sketches/cat/S_cat_sketch_age6_CDM_photodraw_e21547836732785.png
cat,P,011119_7,images_photocues/cat_2.png,6,photodraw2_all_sketches/cat/P_cat_sketch_age6_CDM_photodraw_e21547240775263.png
chair,P,111418_4,images_photocues/chair_1.png,6,photodraw2_all_sketches/chair/P_chair_sketch_age6_CDM_photodraw_e21542224218088.png
chair,P,121819_2,images_photocues/chair_2.png,6,photodraw2_all_sketches/chair/P_chair_sketch_age6_CDM_photodraw_e21545255128573.png
cup,P,011819_3,images_photocues/cup_3.png,6,photodraw2_all_sketches/cup/P_cup_sketch_age6_CDM_photodraw_e21547836732785.png
cup,P,121819_2,images_photocues/cup_2.png,6,photodraw2_all_sketches/cup/P_cup_sketch_age6_CDM_photodraw_e21545255128573.png
hat,S,012119_4,images_photocues/hat_1.png,6,photodraw2_all_sketches/hat/S_hat_sketch_age6_CDM_photodraw_e21548097384364.png
hat,S,010919_9,images_photocues/hat_2.png,6,photodraw2_all_sketches/hat/S_hat_sketch_age6_CDM_photodraw_e21547073155004.png
house,S,011819_1,images_photocues/house_3.png,6,photodraw2_all_sketches/house/S_house_sketch_age6_CDM_photodraw_e21547834597252.png
house,P,011119_7,images_photocues/house_1.png,6,photodraw2_all_sketches/house/P_house_sketch_age6_CDM_photodraw_e21547240775263.png
rabbit,P,011109_5,images_photocues/rabbit_2.png,6,photodraw2_all_sketches/rabbit/P_rabbit_sketch_age6_CDM_photodraw_e21547238095569.png
rabbit,S,011119_1,images_photocues/rabbit_1.png,6,photodraw2_all_sketches/rabbit/S_rabbit_sketch_age6_CDM_photodraw_e21547230596884.png
tree,P,011119_4,images_photocues/tree_1.png,6,photodraw2_all_sketches/tree/P_tree_sketch_age6_CDM_photodraw_e21547237271293.png
tree,P,012119_1,images_photocues/tree_2.png,6,photodraw2_all_sketches/tree/P_tree_sketch_age6_CDM_photodraw_e21548094649748.png
watch,P,011119_7,images_photocues/watch_2.png,6,photodraw2_all_sketches/watch/P_watch_sketch_age6_CDM_photodraw_e21547240775263.png
watch,P,103118_2,images_photocues/watch_2.png,6,photodraw2_all_sketches/watch/P_watch_sketch_age6_CDM_photodraw_e21541017927896.png
airplane,P,011819_7,images_photocues/airplane_1.png,7,photodraw2_all_sketches/airplane/P_airplane_sketch_age7_CDM_photodraw_e21547848462737.png
airplane,S,013119_1,images_photocues/airplane_1.png,7,photodraw2_all_sketches/airplane/S_airplane_sketch_age7_CDM_photodraw_e21548958550335.png
bike,P,111418_6,images_photocues/bike_2.png,7,photodraw2_all_sketches/bike/P_bike_sketch_age7_CDM_photodraw_e21542224706912.png
bike,S,012119_6,images_photocues/bike_2.png,7,photodraw2_all_sketches/bike/S_bike_sketch_age7_CDM_photodraw_e21548098930405.png
bird,S,111218_3,images_photocues/bird_3.png,7,photodraw2_all_sketches/bird/S_bird_sketch_age7_CDM_photodraw_e21542049475400.png
bird,S,013119_1,images_photocues/bird_1.png,7,photodraw2_all_sketches/bird/S_bird_sketch_age7_CDM_photodraw_e21548958550335.png
car,P,013119_1,images_photocues/car_2.png,7,photodraw2_all_sketches/car/P_car_sketch_age7_CDM_photodraw_e21548958550335.png
car,P,012119_5,images_photocues/car_1.png,7,photodraw2_all_sketches/car/P_car_sketch_age7_CDM_photodraw_e21548098146005.png
cat,S,012119_5,images_photocues/cat_1.png,7,photodraw2_all_sketches/cat/S_cat_sketch_age7_CDM_photodraw_e21548098146005.png
cat,S,012119_3,images_photocues/cat_1.png,7,photodraw2_all_sketches/cat/S_cat_sketch_age7_CDM_photodraw_e21548096758313.png
chair,S,012119_3,images_photocues/chair_1.png,7,photodraw2_all_sketches/chair/S_chair_sketch_age7_CDM_photodraw_e21548096758313.png
chair,P,011119_13,images_photocues/chair_1.png,7,photodraw2_all_sketches/chair/P_chair_sketch_age7_CDM_photodraw_e21547247873170.png
cup,S,010919_2,images_photocues/cup_2.png,7,photodraw2_all_sketches/cup/S_cup_sketch_age7_CDM_photodraw_e21547061122742.png
cup,P,121819_3,images_photocues/cup_1.png,7,photodraw2_all_sketches/cup/P_cup_sketch_age7_CDM_photodraw_e21545255476223.png
hat,S,011119_13,images_photocues/hat_3.png,7,photodraw2_all_sketches/hat/S_hat_sketch_age7_CDM_photodraw_e21547247873170.png
hat,S,012519_5,images_photocues/hat_1.png,7,photodraw2_all_sketches/hat/S_hat_sketch_age7_CDM_photodraw_e21548451831175.png
house,S,111418_6,images_photocues/house_2.png,7,photodraw2_all_sketches/house/S_house_sketch_age7_CDM_photodraw_e21542224706912.png
house,P,011119_13,images_photocues/house_2.png,7,photodraw2_all_sketches/house/P_house_sketch_age7_CDM_photodraw_e21547247873170.png
rabbit,P,011119_13,images_photocues/rabbit_3.png,7,photodraw2_all_sketches/rabbit/P_rabbit_sketch_age7_CDM_photodraw_e21547247873170.png
rabbit,S,011119_10,images_photocues/rabbit_3.png,7,photodraw2_all_sketches/rabbit/S_rabbit_sketch_age7_CDM_photodraw_e21547242571962.png
tree,S,111218_3,images_photocues/tree_2.png,7,photodraw2_all_sketches/tree/S_tree_sketch_age7_CDM_photodraw_e21542049475400.png
tree,S,190130_1,images_photocues/tree_1.png,7,photodraw2_all_sketches/tree/S_tree_sketch_age7_CDM_photodraw_e21548873811739.png
watch,S,012119_3,images_photocues/watch_1.png,7,photodraw2_all_sketches/watch/S_watch_sketch_age7_CDM_photodraw_e21548096758313.png
watch,S,111418_6,images_photocues/watch_2.png,7,photodraw2_all_sketches/watch/S_watch_sketch_age7_CDM_photodraw_e21542224706912.png
airplane,S,022019_2,images_photocues/airplane_3.png,8,photodraw2_all_sketches/airplane/S_airplane_sketch_age8_CDM_photodraw_e21550689187843.png
airplane,P,011819_9,images_photocues/airplane_1.png,8,photodraw2_all_sketches/airplane/P_airplane_sketch_age8_CDM_photodraw_e21547849501667.png
bike,S,022019_5,images_photocues/bike_2.png,8,photodraw2_all_sketches/bike/S_bike_sketch_age8_CDM_photodraw_e21550696453174.png
bike,S,022019_4,images_photocues/bike_2.png,8,photodraw2_all_sketches/bike/S_bike_sketch_age8_CDM_photodraw_e21550694845595.png
bird,S,011119_6,images_photocues/bird_1.png,8,photodraw2_all_sketches/bird/S_bird_sketch_age8_CDM_photodraw_e21547238752953.png
bird,P,011619_8,images_photocues/bird_1.png,8,photodraw2_all_sketches/bird/P_bird_sketch_age8_CDM_photodraw_e21547674347301.png
car,S,022019_2,images_photocues/car_2.png,8,photodraw2_all_sketches/car/S_car_sketch_age8_CDM_photodraw_e21550689187843.png
car,P,022019_3,images_photocues/car_2.png,8,photodraw2_all_sketches/car/P_car_sketch_age8_CDM_photodraw_e21550690726876.png
cat,S,022019_2,images_photocues/cat_3.png,8,photodraw2_all_sketches/cat/S_cat_sketch_age8_CDM_photodraw_e21550689187843.png
cat,P,022019_3,images_photocues/cat_1.png,8,photodraw2_all_sketches/cat/P_cat_sketch_age8_CDM_photodraw_e21550690726876.png
chair,P,011119_6,images_photocues/chair_1.png,8,photodraw2_all_sketches/chair/P_chair_sketch_age8_CDM_photodraw_e21547238752953.png
chair,S,012519_3,images_photocues/chair_2.png,8,photodraw2_all_sketches/chair/S_chair_sketch_age8_CDM_photodraw_e21548449754672.png
cup,P,022019_2,images_photocues/cup_2.png,8,photodraw2_all_sketches/cup/P_cup_sketch_age8_CDM_photodraw_e21550689187843.png
cup,S,011819_9,images_photocues/cup_1.png,8,photodraw2_all_sketches/cup/S_cup_sketch_age8_CDM_photodraw_e21547849501667.png
hat,S,121818_1,images_photocues/hat_1.png,8,photodraw2_all_sketches/hat/S_hat_sketch_age8_CDM_photodraw_e21545166957201.png
hat,P,020819_1,images_photocues/hat_3.png,8,photodraw2_all_sketches/hat/P_hat_sketch_age8_CDM_photodraw_e21549650853022.png
house,S,011119_2,images_photocues/house_3.png,8,photodraw2_all_sketches/house/S_house_sketch_age8_CDM_photodraw_e21547232289747.png
house,S,022019_4,images_photocues/house_3.png,8,photodraw2_all_sketches/house/S_house_sketch_age8_CDM_photodraw_e21550694845595.png
rabbit,P,111418_7,images_photocues/rabbit_3.png,8,photodraw2_all_sketches/rabbit/P_rabbit_sketch_age8_CDM_photodraw_e21542229353364.png
rabbit,S,011619_8,images_photocues/rabbit_2.png,8,photodraw2_all_sketches/rabbit/S_rabbit_sketch_age8_CDM_photodraw_e21547674347301.png
tree,S,121818_1,images_photocues/tree_1.png,8,photodraw2_all_sketches/tree/S_tree_sketch_age8_CDM_photodraw_e21545166957201.png
tree,S,011819_6,images_photocues/tree_1.png,8,photodraw2_all_sketches/tree/S_tree_sketch_age8_CDM_photodraw_e21547845878342.png
watch,P,022019_4,images_photocues/watch_2.png,8,photodraw2_all_sketches/watch/P_watch_sketch_age8_CDM_photodraw_e21550694845595.png
watch,S,022019_5,images_photocues/watch_1.png,8,photodraw2_all_sketches/watch/S_watch_sketch_age8_CDM_photodraw_e21550696453174.png
